"id","approval_notes","approved","event_duration","event_quote","event_quote_location","event_source_info","event_time_description","file_urls","firstname","last_updated","start_day","start_month","start_year","summary","surname","timestamp","username","file_id","group_id","text_positions","ingested_by","state","nearest_grid_id"
3426,"","yes",0,"“Y entonces hubo mucha hambre; el virrey y los alcaldes tomaron la iniciativa en la venta del maíz. - Yn yhuan yquac ye no cenca mayanaloc quinomahui yn quinamacac tlaolli visorrey yhuan alcaldes.” Códice Aubin, 1981, f. 61v","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 356","","","Bradley",2025-04-13 02:26:22.301,0,0,1579,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",139
2864,"","yes",0,"“Contrasta la conducta de estos virreyes con la de don Martín Enríquez, que en la carestía que hubo en los años de 1578 y 1579, llamó a Jerónimo López, regidor, y le dio un libramiento para que los oficiales reales, del fondo de la avería, le entregasen 8 000 pesos con que comprasen maíz y trigo para provisión de la ciudad.” Marroquí, 1969, t. I:298","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 352","","","Bradley",2025-04-13 02:26:18.335,0,0,1579,"Carestí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
2332,"","yes",0,"“Y al presente es casi lo mismo, aunque padecen otras como la gente española, como es dolor de costado y postemas y fiebres y tabardetes, lo cual por nuestros grandes pecados, ha permitido Dios que dure, desde el año pasado de 76 hasta ahora, que no cesa. Y cada día se van acabando y consumiendo sin remedio, porque es el mal tan recio, que los arrebata en tres, cuatro días.” “RG Tesquixquiac.” II, 1986:195","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 320","","","Bradley",2025-04-13 02:26:14.572,0,0,1579,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",158
1991,"","yes",0,"Sobre la carestía que los especuladores ocasionaban en tiempos de sequía. Se mencionan los beneficios que proporcionaba el establecimiento de la alhóndiga. “Algunos años que ha habido en esta tierra esterilidad de pan me he visto con trabajo por lo mucho que se siente aquí el hambre, y probando algunos remedios ninguno ha venido a ser tan eficaz como el de tener alhóndiga, porque muchas personas que tenían posible y son algunas de bonete atravesaban todo lo más que el ruin año había dejado y lo revendían a excesivos precios en harto daño de la república y más de la gente miserable. Al fin, después que se supo di orden en la alhóndiga y se atajó a los regatones la ocasión de su codicia desordenada, parece que ha sido de algún efecto para no sentirse tanto los años estériles y así conviene que no deje de ir adelante.” Hanke, 1976, 209","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 260","","","Bradley",2025-04-13 02:26:12.29,0,0,1579,"Alhóndigas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
2450,"","yes",0,"“Que el beneficio de ganado que hacen herrar y recoger y sacar los novillos para las carnicerías y hacen los rodeos casi universalmente son mulatos y como habría habido mortandad de indios que también ayudaban en el dicho beneficio, los dichos mulatos habían encarecido los dichos salarios y pedían a 50 y 80 y 100 y aun a 200 pesos, y no querían servir si no se los daban como porque dejando de servir, las haciendas se perdían y la carne se encarecía.” Cinco de marzo de 1579. Dorantes, 1992:186-187","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 362","","","Bradley",2025-04-13 02:26:15.348,0,0,1579,"Carestí­a de carne","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
2579,"","yes",0,"“Cocoliztli, escasez de maíz, gran hambre.” Espinosa et al., 1987:83","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 360","","","Bradley",2025-04-13 02:26:16.218,0,0,1579,"Escasez de maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
2135,"","yes",0,"“Gran epidemia de matlazahuatl en 1576-1579 […] La escasez de mano de obra fue determinante en la continua escasez de alimentos y provisiones […] Gran epidemia: mortandad en México y Centroamérica, crisis demográfica para indígenas y económicas para españoles hasta 1581.” Aubry, 1991:104; Borah, 1982:41, 55","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 319","","","Bradley",2025-04-13 02:26:13.245,0,0,1579,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
772,"","yes",0,"Gran hambre, escasez de maíz; de 12 a 16 reales por fanega. Cocoliztli. Gibson, 1991:465; Sanders, 1970:37; Malvido, 1973:97; Espinosa et al., 1987:83","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 354","","","Bradley",2025-04-13 02:26:03.619,0,0,1579,"Carestí­a de Maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",140
772,"","yes",0,"Gran hambre, escasez de maíz; de 12 a 16 reales por fanega. Cocoliztli. Gibson, 1991:465; Sanders, 1970:37; Malvido, 1973:97; Espinosa et al., 1987:83","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 354","","","Bradley",2025-04-13 02:26:03.619,0,0,1579,"Carestí­a de Maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",159
3490,"","yes",0,"“Y otra vez la gente se enfermó, salió sangre de nuestras narices. La enfermedad arreció. Mucha gente murió.” Chimalpahin, 1965:345","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 358","","","Bradley",2025-04-13 02:26:22.738,0,0,1579,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",139
2252,"","yes",0,"“Una terrible inundación cubrió las calles de México. Las abundantes lluvias, haciendo salir de madre la laguna, inundaron una gran parte del valle, convirtiendo la capital en un lago.” Zamacois, 1878, v. V:181","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 369","","","Bradley",2025-04-13 02:26:14.043,0,0,1580,"Creciente de lago","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
2205,"","yes",0,"“La muerte de Juan [encargado de la estancia de Francisco Gómez Moya], hacia 1580, puso fin a estos arreglos. Posiblemente Juan murió de la gran peste de aquellos años, que también afectó a Agustina [esposa de Juan], pues estuvo muchos meses en la casa de Gómez Moya, en Toluca, recuperándose de una extrema debilidad.” Lockhart, 1991:101","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 367","","","Bradley",2025-04-13 02:26:13.716,0,0,1580,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",138
748,"","yes",0,"1580 Yn iquac huey mayanaliztli omochiuh","tbd","Anales Antiguas de México 14.1: 670","","","Bradley",2025-04-13 02:26:03.451,0,0,1580,"Grain shortages","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
3185,"","yes",0,"“Al concluir el gobierno de don Martín Enríquez, el año 1580, una nueva inundación vino a disiparla [este virrey que buscara un desagüe general al valle de México].” Marroquí, 1969, I:113","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 368","","","Bradley",2025-04-13 02:26:20.671,0,0,1580,"Inundación","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
3688,"","yes",0,"El 3 de noviembre informan de muertes entre los indios y negros a causa de una epidemia. Cartas de cabildos hispanoamericanos, 1985:36","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 379","","","Bradley",2025-04-13 02:26:24.127,0,0,1580,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1596,"","yes",0,"Sobre la carestía que los especuladores ocasionaban en tiempos de sequía. Se mencionan los beneficios que proporcionaba el establecimiento de la alhóndiga. “Algunos años que ha habido en esta tierra esterilidad de pan me he visto con trabajo por lo mucho que se siente aquí el hambre, y probando algunos remedios ninguno ha venido a ser tan eficaz como el de tener alhóndiga, porque muchas personas que tenían posible y son algunas de bonete atravesaban todo lo más que el ruin año había dejado y lo revendían a excesivos precios en harto daño de la república y más de la gente miserable. Al fin, después que se supo di orden en la alhóndiga y se atajó a los regatones la ocasión de su codicia desordenada, parece que ha sido de algún efecto para no sentirse tanto los años estériles y así conviene que no deje de ir adelante.” Hanke, 1976, 209","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 260","","","Bradley",2025-04-13 02:26:09.642,0,0,1580,"Prevención","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1339,"","yes",0,"“Muchas personas, así regatones como de otra calidad, compran a los indios semillas de trigo, maíz, garbanzo, lentejas y otras semillas y les dan dinero adelantado antes que se recojan, y aun antes que se siembren algunas veces y después o no sembrando o sucediendo malos temporales, no recogiendo, les piden el dinero, habiéndolos, hecho gastar en malos usos, los prenden y molestan sobre ellos y aun se huyen, se van de los pueblos donde son naturales; atento a lo cual por la presente os mando, ninguna persona compre de los indios ninguna semilla hasta que las tengan y estén recogidas y en poder de los tales indios.” Dorantes, 1992:189-190","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 381","","","Bradley",2025-04-13 02:26:07.799,0,0,1580,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1962,"","yes",0,"En la sesión del 30 de junio, reunidos en cabildo, los señores corregidor, alcaldes y regidores dijeron que: “este presente año por tardarse las aguas tanto, no se han podido sembrar y hacer sementeras y han redundado muchas enfermedades y daño en la repúblic.” y acordaron solicitar al señor arzobispo por parte de esta ciudad, “sea servido mandar hacer plegarias, procesiones y rogativas a Nuestro Señor para que sea servido aplacar su ira y usando de su divina misericordia haga bien y merced a esta ciudad y su república de les dar ayuda buenos temporales […] y que lo mismo pidan a los guardianes y provinciales de esta ciudad y a las abadesa y religiosas que hay en los monasterios de monja.” AHCM, Actas de cabildo impresas, v. 8, inv. 637a:439","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 382","","","Bradley",2025-04-13 02:26:12.099,0,0,1580,"Falta de lluvias","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
3734,"","yes",0,"Severas inundaciones en el valle de México ocurrieron entre diciembre y enero. Sanders, 1970:37","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 365","","","Bradley",2025-04-13 02:26:24.462,0,0,1580,"Inundación","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",139
3625,"","yes",0,"n/a","tbd","García Martínez, ""La gran inundación de 1629"" Arq. Mex. num.68: 52","","","Bradley",2025-04-13 02:26:23.676,0,0,1580,"Flooding","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1223,"","yes",0,"“Debido a una sequía se dio la variación del precio de maíz de ocho a 18 reales.” Espinosa et al., 1987:83; Malvido, 1973:97","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 371","","","Bradley",2025-04-13 02:26:06.76,0,0,1580,"Carestí­a de Maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1361,"","yes",0,"“El señor depositario Andrés Vázquez de Aldana dijo, el 2 de enero, que entre las cosas que han producido enfermedad y mortandad entre la gente se encuentran: ‘las calles sucias y muchos muladares que hay en la ciudad y algunas que hay en ellas donde está represada el agua que causa mal olor y las acequias sucias’, de ello dio relación a las autoridades para que provean en ello lo que más convenga.” AHCM, Actas de cabildo impresas, v. 8, núm. de inv. 637a, 1571-1584:474","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 387","","","Bradley",2025-04-13 02:26:07.961,0,0,1581,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1231,"","yes",0,"El cabildo resolvió que: “se cambie el tributo (un peso y media fanega de maíz) sustituyendo parte del dinero por productos para evitar escasez y carestí.” Cartas de cabildos hispanoamericanos, 1985:38","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 385","","","Bradley",2025-04-13 02:26:06.819,0,0,1581,"Prevención","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
317,"","yes",0,"“Segunda semana, hizo mucho frío, [y] se tuvo mucha pobreza. - Yc ome Semana yn cehuac yn cenca netolliniloc lones a 4 de febrero 1583 años.” Códice Aubin, 1981, f. 63v","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 390","","","Bradley",2025-04-13 02:26:00.289,0,0,1583,"Frío","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",139
2779,"","yes",0,"En la sesión del 1 de octubre se acordó que el mayordomo de la ciudad junto con el escribano del cabildo visiten los ejidos de la parte de Guadalupe ya que se ha informado que “están plenos de agua.” El 8 de octubre Alonso de Valdés dio noticia a la ciudad que “en la calzada de San Juan que va a San Pablo está un paso muy peligroso lleno de agua que pide lo mande repara.” Actas de cabildo impresas, v. 8, inv. 637a, 1571-1584","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 393","","","Bradley",2025-04-13 02:26:17.77,0,0,1584,"Inundación","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1602,"","yes",0,"Carta del rey del 20 de junio de 1588: “Mi virrey presidente e oidores de mi Real Audiencia que reside la Nueva España, en la carta que vos el dicho mi virrey me escribisteis en 4 de febrero del año pasado de 87 decís que en la tasación de la limosna que se señala a los clérigos y religiosos de todas las órdenes que están a cargo a cada monasterio o clérigo y ha habido entre los dichos indios desde el año de 76 a esta parte, ha muerto mucha parte de ellos y aunque han bajado los tributos y los que han de ser doctrinados son [menos], se llevan el mismo salario y que sería se usase a todos los clérigos y religiosos la limosna conforme a los indios que hubiesen faltado y porque quiero ser informado de lo que hay y concernía proveer y de que si convenga a ser esta baja si se los hubiese de hacer y si hay tantos ministros de doctrina a los que se ocupan en ella tienen menos que antes de la dicha pestilencia. Os mando que en la primera ocasión me enviaseis relación de todo lo sobredicho con vuestro parecer para que visto se provea lo que conveng.” AGNM, Reales cédulas duplicados, v. 2, exp. 337, f. 184","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 410","","","Bradley",2025-04-13 02:26:09.682,0,0,1587,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
3654,"","yes",0,"Debido a la inundación de la plaza de Santo Domingo se mandaron suspender las obras de empedrado, pero se ordenó que se haga un puente provisional para el tránsito de los vecinos. 22 de junio de 1587. O’Gorman, 1970:662","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 417","","","Bradley",2025-04-13 02:26:23.875,0,0,1587,"Inundación","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
890,"","yes",0,"“Lluvias tardías, hambre.” Malvido, 1973:97","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 408","","","Bradley",2025-04-13 02:26:04.46,0,0,1587,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"México",139
2222,"","yes",0,"“Hambre en la ciudad de México. Lluvias tardías, sequía. Cocoliztli.” De 1587 a 1588: “cocoliztli en general, entre los indios de la ciuda.” Espinosa et al., 1987:84","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 405","","","Bradley",2025-04-13 02:26:13.84,0,0,1587,"Epidemia de cocoliztli","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
1424,"","yes",0,"“Se comenzó a decir por México que los frailes de San Francisco de aquella ciudad estaban en mal estado en no obedecer a los prelados, y que por ellos no llovía y estaba la tierra triste, perdida y seca y un niño de tres años o cuatro años (según se publicó) dijo a sus padres que les oyó tratar de cómo no llovía y se perdía la tierra, que no había de llover hasta que no llevasen a San Francisco el fraile que estaba en San Cosme.” Mayo. Ciudad Real, 1976:188","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 413","","","Bradley",2025-04-13 02:26:08.423,0,0,1587,"Falta de lluvias","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Ciudad de México",139
