"id","approval_notes","approved","event_duration","event_quote","event_quote_location","event_source_info","event_time_description","file_urls","firstname","last_updated","start_day","start_month","start_year","summary","surname","timestamp","username","file_id","group_id","text_positions","ingested_by","state","nearest_grid_id"
1229,"","yes",0,"“Gobernador don Zacarías. Hubo hambre.” Anales de Puebla y de Tlaxcala, núm. 1, 3a. pte.:358","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 384","","","Bradley",2025-04-13 02:26:06.803,0,0,1581,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
1229,"","yes",0,"“Gobernador don Zacarías. Hubo hambre.” Anales de Puebla y de Tlaxcala, núm. 1, 3a. pte.:358","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 384","","","Bradley",2025-04-13 02:26:06.803,0,0,1581,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
2085,"","yes",0,"MAYANALOC","tbd","Townsend, Anales de Tlaxcala (unpublished ms): 5","","","Bradley",2025-04-13 02:26:12.911,0,0,1581,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
2186,"","yes",0,"“Se fueron la caballería a Castilla, y entonces bajaron los chapulines.” Anales de Tlaxcala, núm. 1:333","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 389","","","Bradley",2025-04-13 02:26:13.588,0,0,1583,"Plaga de langosta","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3436,"","yes",0,"1 tecpatl 1583 nican oualehuac castillan ihuan ohualaque chapolime tlatlactique","tbd","Anales Antiguas de México 16.1: 719","","","Bradley",2025-04-13 02:26:22.372,0,0,1583,"Insect infestation","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
1253,"","yes",0,"nican mayanaloc acatzincotepec {acatepec which according to padrones 81r is in tequitl of san pedro huitzilhuacan which is in the pago of san felipe ixtacuixtla}","tbd","Anales Antiguas de México 16.1: 720","","","Bradley",2025-04-13 02:26:06.975,0,0,1584,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
1525,"","yes",0,"“En este año a principios de noviembre llegó el virrey don Martín de Villamanrique. En el mismo año vinieron con mucha fuerza y abundancia grandes chapulines (especie de langosta) que les causó mucho temor y no habían visto en ningún año de los que ellos llamaban del pedernal, semejante muchedumbre y grandura.” Anales de Tepeaca:402","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 391","","","Bradley",2025-04-13 02:26:09.155,0,0,1584,"Plaga de langosta","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
3590,"","yes",0,"“Hubo hambre en Acatzincotepec.” Anales de Tlaxcala, núm. 1:333","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 392","","","Bradley",2025-04-13 02:26:23.43,0,0,1584,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
3249,"","yes",0,"“Todos ocurrían a Tecamachalco por maíz en donde daban muy poquito. Duró dos años esta calamidad.” Anales de Tlaxcala:333","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 395","","","Bradley",2025-04-13 02:26:21.099,0,0,1585,"Escasez de maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
640,"","yes",0,"LOTS OF RAIN","tbd","Ciudad Real, Tratado curioso y docto de las grandezas de la Nueva España, 2 vols (1976): 88-89","","","Bradley",2025-04-13 02:26:02.674,0,0,1585,"Excessive Rainfall","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3705,"","yes",0,"3 tochtili 1585 yocac tecamachalco in non mocuiya tlaolli za huel centzonhuacaltipitzin (just 400 huacalli --e.g. kind of cage--) in omotemacaya oxiuhtica in mania mayanaliztli","tbd","Anales Antiguas de México 16.1: 720","","","Bradley",2025-04-13 02:26:24.245,0,0,1585,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
534,"","yes",0,"Durante estos años las cosechas de maíz fueron bajísimas y el hambre se sumó a las angustias causadas por la peste. Gibson, 1991:136","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 396","","","Bradley",2025-04-13 02:26:01.877,0,0,1585,"Cosechas escasas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
299,"","yes",0,"TLACECUALOC; COCOLISTLI","tbd","Townsend, Anales de Tlaxcala (unpublished ms): 5","","","Bradley",2025-04-13 02:26:00.157,0,0,1586,"Epidemic","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3504,"","yes",0,"El 20 de junio de 1587, el marqués don Alvaro Manrique recibió información de Cristóbal de Miranda, obrero mayor de la ciudad de los Ángeles, quien le hizo la relación “que los indios que van este presente año a servir a la obra de la dicha iglesia que se funda en la ciudad de los Ángeles padecen mucha necesidad de comida a causa de que el año pasado cogieron muy poco maíz por haber acudido el año avieso y para ocho días que han de trabajar llevan solamente unos tamales de hierba de poca sustancia y otros van sin ningún género de comida y mueren de hambre, que es cosa de gran lástima como a cuya causa no podían trabajar.” AGNM, General de parte, III, ff. 110v-111r","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 402","","","Bradley",2025-04-13 02:26:22.83,0,0,1586,"Cosechas escasas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
125,"","yes",0,"3 tochtili 1585 yocac tecamachalco in non mocuiya tlaolli za huel centzonhuacaltipitzin (just 400 huacalli --e.g. kind of cage--) in omotemacaya oxiuhtica in mania mayanaliztli","tbd","Anales Antiguas de México 16.1: 720","","","Bradley",2025-04-13 02:25:58.829,0,0,1586,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
2621,"","yes",0,"Durante estos años las cosechas de maíz fueron bajísimas y el hambre se sumó a las angustias causadas por la peste. Gibson, 1991:136","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 396","","","Bradley",2025-04-13 02:26:16.715,0,0,1586,"Cosechas escasas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3387,"","yes",0,"“Gobernador don Pedro Galicia. Hubo también grande peste.” Anales de Puebla y de Tlaxcala, núm. 1, pte. 3a., f. 358","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 399","","","Bradley",2025-04-13 02:26:22.024,0,0,1586,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3387,"","yes",0,"“Gobernador don Pedro Galicia. Hubo también grande peste.” Anales de Puebla y de Tlaxcala, núm. 1, pte. 3a., f. 358","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 399","","","Bradley",2025-04-13 02:26:22.024,0,0,1586,"Enfermedad","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
167,"","yes",0," tlacecualoc, no icuac mochiuh cocoliztli","tbd","Anales Antiguas de México 18.3: PART 3 777","","","Bradley",2025-04-13 02:25:59.157,0,0,1586,"Epidemic","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3142,"","yes",0,"“Durante este año Tlaxcala fue afectada de nueva cuenta por el hueycocoliztli. Según el cabildo la peste causó una baja de 6 000 tributarios entre muertos y ausentes.” Assadourian, 1991a, v. IX: 74","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 398","","","Bradley",2025-04-13 02:26:20.387,0,0,1586,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
460,"","yes",0,"“Todos ocurrían a Tecamachalco por maíz en donde daban muy poquito. Duró dos años esta calamidad.” Anales de Tlaxcala:333","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 395","","","Bradley",2025-04-13 02:26:01.324,0,0,1586,"Escasez de maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
2247,"","yes",0,"Durante estos años las cosechas de maíz fueron bajísimas y el hambre se sumó a las angustias causadas por la peste. Gibson, 1991:136","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 396","","","Bradley",2025-04-13 02:26:14.01,0,0,1587,"Cosechas escasas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3609,"","yes",0,"lluvias tardias, hambre","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:26:23.564,0,0,1587,"Drought","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
254,"","yes",0,"“Gobernador don Diego Muñoz, y hubo hambre.” Anales de Puebla y Tlaxcala, núm. 1, 3a. pte.:358","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 406","","","Bradley",2025-04-13 02:25:59.833,0,0,1587,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
1882,"","yes",0,"El 20 de junio de 1587, el marqués don Alvaro Manrique recibió información de Cristóbal de Miranda, obrero mayor de la ciudad de los Ángeles, quien le hizo la relación “que los indios que van este presente año a servir a la obra de la dicha iglesia que se funda en la ciudad de los Ángeles padecen mucha necesidad de comida a causa de que el año pasado cogieron muy poco maíz por haber acudido el año avieso y para ocho días que han de trabajar llevan solamente unos tamales de hierba de poca sustancia y otros van sin ningún género de comida y mueren de hambre, que es cosa de gran lástima como a cuya causa no podían trabajar.” AGNM, General de parte, III, ff. 110v-111r","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 402","","","Bradley",2025-04-13 02:26:11.567,0,0,1587,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
3746,"","yes",0,"MAYANALISTLI","tbd","Townsend, Anales de Tlaxcala (unpublished ms): 5","","","Bradley",2025-04-13 02:26:24.559,0,0,1587,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3563,"","yes",0,"mayanaliztli","tbd","Anales Antiguas de México 18.3: PART 3 777","","","Bradley",2025-04-13 02:26:23.232,0,0,1587,"Hunger","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
342,"","yes",0,"“En 1588, después de la gran peste y de la menguada cosecha de 1587, el cabildo trató de cobrar dos o tres veces el monto normal a los indios, al grado de que cuando las exacciones alcanzaron tal severidad, tuvo que intervenir el gobernador español para detenerlas.” Gibson, 1991:173","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 403","","","Bradley",2025-04-13 02:26:00.466,0,0,1587,"Carestí­a","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
2504,"","yes",0,"“Todos ocurrían a Tecamachalco por maíz en donde daban muy poquito. Duró dos años esta calamidad.” Anales de Tlaxcala:333","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 395","","","Bradley",2025-04-13 02:26:15.719,0,0,1587,"Escasez de maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
193,"","yes",0,"“Hambre en Tlaxcala, Tepeaca y el valle de Toluca. Matlazahuatl. Peste en Puebla. Sarampión, escarlatina y varicela. El maíz es encarecido en Tepeaca, el valle de Toluca y Puebla.” Espinosa et al., 1987:84","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 425","","","Bradley",2025-04-13 02:25:59.36,0,0,1588,"Carestí­a de Maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
2867,"","yes",0,"“En 1588, después de la gran peste y de la menguada cosecha de 1587, el cabildo trató de cobrar dos o tres veces el monto normal a los indios, al grado de que cuando las exacciones alcanzaron tal severidad, tuvo que intervenir el gobernador español para detenerlas.” Gibson, 1991:173","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 403","","","Bradley",2025-04-13 02:26:18.355,0,0,1588,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
1736,"","yes",0,"“El año de 88, que hubo carestía de maíz, murió también mucha gente, particularmente en las provincias de Tlaxcala y Tepeaca, y en el valle de Toluca, donde hay tres lenguas o naciones de gente, matalzingas, mexicanos y otomites.” Mendieta, 1945, l. IV, cap. XXXVI","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 426","","","Bradley",2025-04-13 02:26:10.583,0,0,1588,"Muertes","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
1736,"","yes",0,"“El año de 88, que hubo carestía de maíz, murió también mucha gente, particularmente en las provincias de Tlaxcala y Tepeaca, y en el valle de Toluca, donde hay tres lenguas o naciones de gente, matalzingas, mexicanos y otomites.” Mendieta, 1945, l. IV, cap. XXXVI","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 426","","","Bradley",2025-04-13 02:26:10.583,0,0,1588,"Muertes","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
3445,"","yes",0,"peste en pueblos de puebla y carestia de maiz","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:26:22.435,0,0,1588,"Epidemic","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
193,"","yes",0,"“Hambre en Tlaxcala, Tepeaca y el valle de Toluca. Matlazahuatl. Peste en Puebla. Sarampión, escarlatina y varicela. El maíz es encarecido en Tepeaca, el valle de Toluca y Puebla.” Espinosa et al., 1987:84","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 425","","","Bradley",2025-04-13 02:25:59.36,0,0,1588,"Carestí­a de Maíz","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
238,"","yes",0,"Durante estos años las cosechas de maíz fueron bajísimas y el hambre se sumó a las angustias causadas por la peste. Gibson, 1991:136","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 396","","","Bradley",2025-04-13 02:25:59.711,0,0,1588,"Hambre","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Tlaxcala",141
2272,"","yes",0,"El 4 de diciembre de 1590 el virrey don Luis de Velasco solicitó información sobre el socorro que piden los vecinos de Chiapulco “que respecto de no dársele indios de servicio para el beneficio de la dicha heredad todos los años se le pudría mucha parte del trigo y que este presente año corría mucho riesgo el que tenía sembrado que por no tener los dichos indios y por las muchas aguas nacía nuevamente en él espiga. Y que demás del daño que se le seguía al dicho Juan Buceno lo era para la dicha comarca y ciudad de Veracru.” AGNM, General de parte, v. IV, f. 27v","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 442","","","Bradley",2025-04-13 02:26:14.175,0,0,1590,"Lluvias excesivas","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",124
1277,"","yes",0,"tlatlacistli (escalofrios, tos, catarro); lluvias continuas y perjudiciales al trigo","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:26:07.353,0,0,1590,"Epidemic","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
2418,"","yes",0,"El 20 de marzo el virrey don Luis de Velasco solicitó información al alcalde mayor de la ciudad de los Ángeles sobre los indios que se piden para el reparo del caño del agua “porque como se ha aumentado la vecindad y se ha perdido parte del agua que iba a la plaza por haberse secado algunos manantiales y menoscabádose con los temblores de tierra y ahora hay gran falta de agua y conviene que la cañería que al presente sirve se renueve y repare que por ser antigua tiene muchas quiebras y para el remedio de lo uno y lo otro como negocio de tanta importancia son menester algunos indios de servicio en cantidad de 30 o 40 y me pidió mandase darlos de la ciudad de Cholula o de otra parte más cercana por el tiempo que durare la dicha obra y por mí visto por el presente os mando que luego que este mandamiento veáis, me informéis si de los barrios que hay en esa dicha ciudad se le podrá hacer algún socorro de ellos y cuántos de cada uno para el efecto que se piden y por qué tiempo se podrán dar y el que ha de durar esta obra y qué cantidad hay en cada uno de los dichos barrios y si acuden con servicio a otras partes e informado de todo me haréis relación con vuestro parecer jurado para que visto provea lo que conveng.” Zavala, 1980, III:153-154","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 450","","","Bradley",2025-04-13 02:26:15.139,0,0,1591,"Daños a construcciones","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
128,"","yes",0,"lluvias tempranas y sequia","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:25:58.854,0,0,1591,"Drought","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
1360,"","yes",0,"“Lluvias tempranas y sequías, pestilencia en la Mixteca y aldeas de Puebla. Precios elevados de los cereales en la ciudad de México.” Espinosa et al., 1987:84; Malvido, 1973:97","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 447","","","Bradley",2025-04-13 02:26:07.954,0,0,1591,"Carestí­a de cereales","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",123
740,"","yes",0,"tlatlacistli, sarampio; langosta","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:26:03.397,0,0,1592,"Epidemic","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
3047,"","yes",0,"sequia, heladas","tbd","Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101","","","Bradley",2025-04-13 02:26:19.77,0,0,1594,"Drought","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
3684,"","yes",0,"“En los de fuera y los de dentro, que eran más de 20 hijos de los gobernadores y los caciques de los pueblos vecinos, ofrecía bastante cosecha, este año, una mortal epidemia que afligía a los indios y que penetró en el seminario, a pesar de las más prudentes precauciones. Cayeron todos pero ayudados con las medicinas más proporcionadas y una maternal asistencia, todos se libraron de la muerte, que hacía por todas partes grandes estragos en esta infeliz gente.” Alegre, 1956-1960, I:407","tbd","García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 465","","","Bradley",2025-04-13 02:26:24.096,0,0,1594,"Epidemia","Skopyk",2023-01-01,"bds134",NA,NA,NA,NA,"Puebla",141
